"Observations","Time.Spent.at.DentMax.Booth","Time.Spent.at.DentMed.OxyMax.Booth","Total.Time.spent.at.show","X..Buying.from.DentMax.in.the.past","Historical.Sales.Index","Sales.Frequency","Length.of.Relationship","Number.of.Referrals.Offered","Importance.of.Image.Quality","Importance.of.Diagnostic.Flexibility","Importance.of.Software.Intergation","Importance.of.Technical.Assistance","Importance.of.Price","Trust.in.TV.ads","Trust.in.Radio.Ads","Trust.in.Internet.Ads","Trust.in.Dental.Magazine.Ads","Trust.in.Peers"
"Respondent 300","35","79","180","45","64","4","9","3","6","5","6","6","6","4","4","6","6","7"
"Respondent 301","12","21","150","33","21","3","4","1","5","5","5","7","7","5","4","4","5","6"
"Respondent 302","44","25","130","100","58","6","8","12","7","7","5","6","5","5","4","4","6","6"
"Respondent 303","11","21","150","32","21","3","4","1","5","5","5","6","7","4","5","4","5","6"
"Respondent 304","36","78","181","45","64","4","9","2","6","5","6","6","6","4","5","6","6","7"
"Respondent 305","36","77","180","46","64","5","9","2","6","6","6","6","6","4","4","6","6","7"
"Respondent 306","36","78","180","45","65","4","9","3","6","5","6","6","6","4","5","6","6","6"
"Respondent 307","12","21","150","32","21","3","4","0","5","5","5","6","7","5","5","4","5","6"
"Respondent 308","12","21","150","32","21","3","4","1","5","5","5","6","7","5","4","4","5","6"
"Respondent 309","12","21","151","32","20","3","4","1","5","5","5","6","7","4","4","4","6","6"
"Respondent 310","12","22","151","31","21","3","4","1","5","6","5","6","7","5","5","4","5","6"
"Respondent 311","12","21","150","32","22","3","4","1","5","5","5","6","7","5","4","4","6","6"
"Respondent 312","7","10","60","6","9","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 313","35","78","180","45","64","5","9","3","6","5","6","5","6","4","4","6","6","7"
"Respondent 314","5","11","60","6","9","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 315","12","20","151","33","21","3","4","1","5","5","5","6","7","5","5","4","5","5"
"Respondent 316","11","21","150","31","21","3","4","1","5","5","5","6","7","5","4","4","5","6"
"Respondent 317","6","11","60","6","9","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 318","36","78","180","45","65","4","9","2","6","5","6","6","6","5","5","6","6","7"
"Respondent 319","12","21","150","32","21","3","4","1","5","5","5","6","7","5","5","4","5","6"
"Respondent 320","5","11","60","6","10","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 321","36","78","179","46","65","4","9","2","6","5","7","6","6","4","5","6","6","7"
"Respondent 322","12","21","150","32","21","3","4","0","5","5","5","6","7","4","4","4","5","6"
"Respondent 323","12","22","150","32","21","3","4","1","5","5","5","6","7","5","5","4","6","5"
"Respondent 324","13","21","150","32","21","3","4","1","5","6","5","6","6","5","4","4","5","6"
"Respondent 325","12","22","150","32","20","3","4","0","5","5","5","6","7","5","4","4","5","6"
"Respondent 326","12","21","149","32","20","3","4","1","5","5","5","6","6","5","4","4","6","6"
"Respondent 327","45","26","131","100","58","6","8","12","7","7","5","6","4","5","4","3","6","6"
"Respondent 328","12","22","151","32","20","3","4","0","5","5","5","6","7","5","4","4","6","6"
"Respondent 329","37","78","180","45","65","4","9","2","6","5","6","6","6","4","5","6","6","6"
"Respondent 330","12","21","150","32","21","3","4","1","5","5","5","6","7","5","5","4","6","6"
"Respondent 331","46","26","130","100","58","6","8","12","7","7","5","6","5","5","4","4","6","6"
"Respondent 332","6","11","60","6","9","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 333","6","10","59","7","9","1","9","0","4","4","4","7","7","4","3","3","4","5"
"Respondent 334","12","20","150","32","22","3","4","1","5","5","5","6","7","4","5","4","5","6"
"Respondent 335","12","21","150","32","21","3","4","0","5","5","5","6","7","5","5","4","5","5"
"Respondent 336","45","26","130","100","58","6","8","12","7","7","4","5","5","5","4","3","6","6"
"Respondent 337","7","12","60","6","9","1","9","0","4","4","4","7","7","4","3","2","4","5"
"Respondent 338","12","20","149","32","21","3","4","1","5","5","5","6","7","5","4","4","6","6"
"Respondent 339","36","78","180","45","64","4","9","2","6","5","6","6","6","4","5","6","6","7"
"Respondent 340","12","22","150","32","20","3","4","0","5","5","5","7","7","5","4","4","5","6"
"Respondent 341","45","25","130","101","59","6","8","12","6","7","5","5","4","5","4","4","7","6"
"Respondent 342","7","11","60","6","9","1","8","0","4","4","4","7","7","4","4","3","4","6"
"Respondent 343","7","11","60","6","9","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 344","12","21","149","32","22","3","4","0","5","5","5","6","7","5","5","4","5","6"
"Respondent 345","12","22","150","32","21","3","4","1","5","5","5","6","7","4","5","4","5","6"
"Respondent 346","12","21","150","32","21","3","4","0","5","5","5","6","7","5","4","4","5","6"
"Respondent 347","6","11","60","6","9","1","9","0","4","4","4","7","7","4","3","3","4","5"
"Respondent 348","35","78","180","46","65","5","9","2","6","5","6","6","6","4","5","6","6","7"
"Respondent 349","12","21","150","32","21","3","4","1","5","5","5","6","7","4","5","4","5","5"
"Respondent 350","12","20","149","32","21","3","4","0","5","5","5","6","7","4","4","4","5","6"
"Respondent 351","36","79","180","45","64","4","9","2","6","6","6","6","6","5","5","6","6","7"
"Respondent 352","45","27","130","101","58","6","8","12","7","7","5","6","5","5","4","4","7","6"
"Respondent 353","6","11","60","5","9","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 354","36","78","180","45","64","4","9","2","6","6","6","6","6","4","5","6","6","7"
"Respondent 355","37","78","180","45","64","4","9","2","6","6","6","6","6","5","5","6","6","7"
"Respondent 356","36","78","180","45","64","4","9","2","6","6","7","6","6","4","5","6","5","7"
"Respondent 357","12","21","150","32","21","3","4","0","5","5","5","6","7","5","4","4","5","6"
"Respondent 358","36","79","180","45","64","4","9","2","6","5","6","6","6","4","5","6","6","7"
"Respondent 359","12","20","150","32","21","3","4","0","5","5","5","6","7","5","4","4","6","6"
"Respondent 360","11","21","150","32","21","3","4","1","5","5","5","6","7","4","5","4","5","6"
"Respondent 361","36","78","180","44","64","4","9","2","6","6","7","6","6","4","5","6","6","7"
"Respondent 362","35","78","180","45","64","4","9","2","6","5","6","6","6","4","4","6","6","7"
"Respondent 363","12","21","150","32","22","3","4","1","5","5","5","7","7","5","4","4","5","6"
"Respondent 364","45","26","129","100","58","6","8","12","7","7","5","6","4","5","4","3","7","6"
"Respondent 365","12","21","151","32","22","3","4","1","5","5","5","6","7","5","4","4","5","5"
"Respondent 366","6","12","60","6","9","1","8","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 367","6","11","60","5","9","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 368","12","22","150","32","21","3","4","0","5","5","5","6","7","5","5","4","6","6"
"Respondent 369","12","22","150","32","21","3","4","1","5","5","5","6","7","5","4","4","5","6"
"Respondent 370","12","22","149","32","21","3","4","1","5","5","5","6","7","4","4","4","6","5"
"Respondent 371","7","11","60","6","8","1","9","0","4","4","4","7","7","3","4","3","4","5"
"Respondent 372","12","22","150","32","21","3","4","0","5","5","5","6","7","4","4","4","5","6"
"Respondent 373","46","27","130","100","58","6","8","12","7","7","4","5","4","5","4","4","6","6"
"Respondent 374","7","12","60","6","9","1","9","0","4","4","4","7","7","4","3","3","4","6"
"Respondent 375","36","78","180","45","64","4","9","2","6","5","6","6","6","4","5","6","6","7"
"Respondent 376","12","21","149","31","21","3","5","1","5","5","5","6","7","5","5","4","5","6"
"Respondent 377","36","78","180","45","65","5","9","2","6","5","6","6","6","4","4","6","6","7"
"Respondent 378","6","11","61","6","10","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 379","12","21","150","33","21","3","4","0","5","5","5","6","6","5","4","4","5","6"
"Respondent 380","45","26","130","100","58","6","8","12","7","7","4","6","4","5","4","4","6","6"
"Respondent 381","45","26","130","100","58","6","8","12","7","7","4","5","4","5","4","4","6","6"
"Respondent 382","36","78","180","46","63","5","9","2","6","5","7","6","6","4","5","6","6","7"
"Respondent 383","36","78","180","45","63","4","9","2","6","6","6","6","6","5","5","6","6","7"
"Respondent 384","13","21","149","32","21","3","4","0","5","5","5","6","7","5","4","4","5","6"
"Respondent 385","6","10","60","6","10","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 386","45","27","130","101","58","6","8","12","7","7","4","6","4","5","4","4","7","6"
"Respondent 387","12","21","150","32","21","3","4","0","5","5","5","6","7","5","4","4","5","6"
"Respondent 388","36","78","180","45","64","4","9","2","6","5","7","6","6","4","4","6","6","7"
"Respondent 389","36","78","181","45","64","4","9","2","6","5","6","6","6","4","5","6","6","7"
"Respondent 390","35","78","180","45","64","4","9","2","6","5","6","6","6","4","4","6","6","7"
"Respondent 391","12","21","151","32","21","3","4","1","5","5","5","6","7","5","5","4","5","6"
"Respondent 392","36","78","180","44","63","5","9","2","6","6","6","6","6","4","5","6","6","7"
"Respondent 393","12","20","150","32","21","3","4","0","5","5","5","6","7","5","4","4","6","5"
"Respondent 394","13","21","150","32","21","3","4","1","5","5","5","6","7","5","4","4","5","6"
"Respondent 395","11","21","149","31","22","3","4","1","5","5","5","6","7","5","5","4","6","5"
"Respondent 396","6","10","61","6","9","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 397","36","78","180","46","64","4","9","3","6","5","6","6","6","5","5","6","6","7"
"Respondent 398","35","78","180","45","63","4","9","3","6","6","6","6","6","4","5","6","6","7"
"Respondent 399","36","78","180","46","64","4","9","2","6","6","6","6","6","4","4","6","6","7"
"Respondent 400","6","10","59","5","9","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 401","45","26","130","100","57","6","8","12","7","7","5","6","4","5","4","4","6","6"
"Respondent 402","5","10","61","5","9","1","8","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 403","12","20","150","32","20","3","4","0","5","5","5","6","7","5","4","4","5","5"
"Respondent 404","13","21","150","33","22","3","4","0","5","5","5","6","7","5","5","4","5","6"
"Respondent 405","7","12","61","6","10","1","9","0","4","4","4","7","7","4","3","3","4","5"
"Respondent 406","7","10","59","6","9","1","9","0","4","4","4","7","7","4","4","3","4","6"
"Respondent 407","11","21","149","32","21","3","4","1","5","5","5","6","7","5","4","4","5","6"
"Respondent 408","36","78","180","45","65","5","9","2","6","5","7","6","6","4","4","6","6","7"
"Respondent 409","12","21","150","32","22","3","4","0","5","5","5","6","7","5","4","4","5","5"
"Respondent 410","45","26","131","100","58","6","8","12","6","7","4","6","5","5","4","4","6","6"
"Respondent 411","11","21","150","33","21","3","4","1","5","5","5","6","7","5","4","4","6","6"
"Respondent 412","45","25","130","100","58","6","8","12","7","7","4","5","4","5","4","4","6","6"
"Respondent 413","46","26","131","100","58","6","8","12","6","7","4","5","4","5","4","4","7","6"
"Respondent 414","13","20","150","32","21","3","4","1","5","5","5","6","7","4","5","4","5","6"
"Respondent 415","12","20","150","32","21","3","4","1","5","6","5","6","7","5","4","4","6","6"
"Respondent 416","5","11","60","5","9","1","8","0","4","4","4","7","7","4","3","3","4","5"
"Respondent 417","6","11","60","6","9","1","9","0","4","4","4","7","7","4","3","3","4","5"
"Respondent 418","12","21","150","32","21","3","4","0","5","5","5","6","7","5","4","4","5","6"
"Respondent 419","13","20","150","32","21","3","4","1","5","5","5","6","7","5","5","4","5","5"
"Respondent 420","35","78","180","45","64","5","9","2","6","6","6","6","6","5","5","6","6","7"
"Respondent 421","44","26","130","100","60","6","8","12","7","7","4","6","4","5","4","4","6","6"
"Respondent 422","45","25","130","99","57","6","8","12","7","7","5","6","4","5","4","3","7","6"
"Respondent 423","6","11","60","6","10","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 424","6","11","60","6","9","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 425","12","20","150","32","20","3","4","0","5","5","5","6","7","5","4","4","5","6"
"Respondent 426","13","21","150","32","22","3","4","0","5","5","5","6","7","4","4","4","5","6"
"Respondent 427","13","21","151","32","21","3","4","0","5","5","5","6","6","5","5","4","6","6"
"Respondent 428","12","20","150","31","21","3","4","1","5","5","5","6","7","5","5","4","5","6"
"Respondent 429","11","22","151","32","21","3","4","0","5","5","5","6","7","5","4","4","5","6"
"Respondent 430","12","20","151","31","20","3","4","0","5","5","5","7","7","5","4","4","6","5"
"Respondent 431","36","78","180","46","64","4","9","2","6","5","6","6","6","4","4","6","6","7"
"Respondent 432","12","21","150","33","21","3","4","1","5","5","5","6","7","4","4","4","5","6"
"Respondent 433","13","21","150","32","21","3","4","0","5","5","5","6","7","5","4","3","5","6"
"Respondent 434","12","21","150","32","20","3","4","1","5","5","5","6","7","5","5","4","5","5"
"Respondent 435","7","12","61","6","8","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 436","11","21","150","33","21","3","4","0","5","5","5","6","7","5","4","4","5","6"
"Respondent 437","12","22","150","32","21","3","4","1","5","5","5","6","7","5","5","4","5","6"
"Respondent 438","12","20","150","32","21","3","4","0","5","5","5","6","7","5","5","4","5","6"
"Respondent 439","12","21","151","32","20","3","4","1","5","5","5","6","7","4","4","4","6","6"
"Respondent 440","12","22","151","33","22","3","5","1","5","5","5","7","7","5","5","4","5","5"
"Respondent 441","12","20","150","32","22","3","4","0","5","5","5","6","6","5","4","4","5","6"
"Respondent 442","12","21","150","33","20","3","4","0","5","5","5","6","7","5","5","4","5","6"
"Respondent 443","11","22","149","32","21","3","4","1","5","5","5","6","7","5","4","4","5","6"
"Respondent 444","12","20","150","31","21","3","4","0","5","5","5","6","6","5","5","4","5","6"
"Respondent 445","45","26","130","100","58","6","8","12","7","7","5","6","4","5","4","4","6","6"
"Respondent 446","36","78","180","46","64","5","9","2","6","6","6","6","6","4","5","6","6","7"
"Respondent 447","12","21","150","33","21","3","4","0","5","5","5","6","6","5","5","4","5","6"
"Respondent 448","13","21","150","33","21","3","4","1","5","5","5","6","7","5","5","4","5","5"
"Respondent 449","12","20","151","32","21","3","4","0","5","5","5","6","7","5","5","4","5","6"
"Respondent 450","11","21","150","32","21","3","4","1","5","5","5","6","7","4","5","4","5","6"
"Respondent 451","12","21","150","32","20","3","4","0","5","5","5","6","7","5","5","4","5","5"
"Respondent 452","12","21","150","32","21","3","4","0","5","5","5","6","7","5","5","4","6","6"
"Respondent 453","36","78","180","45","64","4","9","2","6","5","7","6","6","4","5","6","6","7"
"Respondent 454","12","21","151","32","21","3","4","1","5","5","5","6","7","5","4","4","6","6"
"Respondent 455","45","25","130","100","58","6","8","12","7","7","4","5","5","5","4","4","7","6"
"Respondent 456","6","11","60","7","9","1","9","0","4","4","4","7","7","4","4","2","4","5"
"Respondent 457","6","10","60","6","10","1","9","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 458","12","20","150","32","21","3","4","0","5","5","5","6","7","5","4","4","5","6"
"Respondent 459","12","21","151","32","21","3","5","0","5","5","5","6","7","5","5","4","5","6"
"Respondent 460","6","11","60","7","9","1","8","0","4","4","4","7","7","4","3","3","4","6"
"Respondent 461","12","21","149","32","20","3","4","0","5","5","5","6","7","5","4","4","6","5"
"Respondent 462","36","77","180","45","64","4","9","2","6","6","6","6","6","4","5","6","6","7"
"Respondent 463","36","77","179","45","64","4","8","2","6","6","6","6","6","4","5","6","6","7"
"Respondent 464","12","21","150","32","21","3","4","1","5","5","5","6","7","5","4","4","6","6"
"Respondent 465","12","21","149","31","21","3","4","1","5","5","5","6","7","5","4","4","5","5"
"Respondent 466","12","22","150","32","21","3","4","1","5","5","5","6","7","5","4","4","5","5"
"Respondent 467","7","10","60","6","8","1","8","0","4","4","4","7","7","4","4","3","4","5"
"Respondent 468","12","20","149","32","20","3","4","1","5","5","5","7","7","5","5","4","6","5"
"Respondent 469","12","20","151","32","21","3","4","0","5","5","5","6","7","5","5","4","5","6"
"Respondent 470","12","22","150","32","21","3","4","0","5","5","5","6","7","5","5","4","5","5"
"Respondent 471","36","78","180","45","65","4","9","2","6","5","6","6","6","4","5","6","6","7"
"Respondent 472","36","79","180","45","63","4","9","2","6","5","6","6","6","4","5","6","6","7"
